Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;29TH AV;LILLOOET ST;MANOR ST;149;FAIR;"{""coordinates"": [[-123.03911927031191, 49.24453851440274], [-123.03911570494866, 49.24453850391615], [-123.03707879062316, 49.24453083883298], [-123.0370721339226, 49.244530840969254]], ""type"": ""LineString""}";49.2445346655998, -123.03809570213566
2020;CONNAUGHT DR;HUDSON ST;SELKIRK ST;213;VERY POOR;"{""coordinates"": [[-123.13535568588615, 49.244987447288636], [-123.13535233637171, 49.244986502215475], [-123.13267401657454, 49.24422550414896], [-123.1326711236343, 49.244224681708396]], ""type"": ""LineString""}";49.24460606777775, -123.1340134038315
2020;CARTIER ST;38TH AV;37TH AV;102;GOOD;"{""coordinates"": [[-123.13709855131823, 49.23704239755392], [-123.1370825090501, 49.2375035706083], [-123.13706666538876, 49.237959671867124]], ""type"": ""LineString""}";49.23750103451694, -123.13708260278447
2020;27TH AV;KASLO ST;EAST END;145;VERY POOR;"{""coordinates"": [[-123.04709294741603, 49.246262514198136], [-123.04695745075222, 49.246284023876626], [-123.04654585927256, 49.246282182699986], [-123.04586032842425, 49.2462782273014], [-123.04585718886086, 49.24627820875813], [-123.0457190160332, 49.246272452600806], [-123.04510493408256, 49.24626886201241]], ""type"": ""LineString""}";49.246277037870094, -123.04609971013086
2020;BEACH AV;BURNABY ST;BIDWELL ST;199;VERY GOOD;"{""coordinates"": [[-123.14248982786518, 49.286305828553964], [-123.14249048529078, 49.2863025337112], [-123.14283812509949, 49.28456207271923], [-123.1428194219089, 49.28453308909607]], ""type"": ""LineString""}";49.28541708355774, -123.14266711213459
2020;ALEXANDER ST;PRINCESS AV / RAILWAY ST;HEATLEY AV;142;VERY GOOD;"{""coordinates"": [[-123.09136655299389, 49.28394357110313], [-123.09136217613403, 49.28394349090866], [-123.0894147910482, 49.28390774089732]], ""type"": ""LineString""}";49.28392565607789, -123.09039067201961
2020;6TH AV;TEMPLETON DRIVE;GARDEN DRIVE;140;VERY POOR;"{""coordinates"": [[-123.06003511005825, 49.26500475681101], [-123.05811092555453, 49.264990484726276]], ""type"": ""LineString""}";49.26499762076864, -123.05907301780638
2020;57TH AV;CYPRESS ST;ANGUS DRIVE;106;POOR;"{""coordinates"": [[-123.14969548793084, 49.21947137294911], [-123.14969317531711, 49.21947134626162], [-123.14824548667062, 49.219452862325625], [-123.14824012397752, 49.21945279544651]], ""type"": ""LineString""}";49.219462084822666, -123.14896780594695
2020;COLLINGWOOD ST;37TH AV;36TH AV;105;VERY POOR;"{""coordinates"": [[-123.18199357729915, 49.23856784599837], [-123.18199228279495, 49.23903732898161], [-123.18199213106779, 49.23951124208497], [-123.18199211313613, 49.23951234403111]], ""type"": ""LineString""}";49.23904009464484, -123.18199256627315
2020;12TH AV;DUNBAR ST;COLLINGWOOD ST;141;FAIR;"{""coordinates"": [[-123.18388081983807, 49.26161825994829], [-123.181948808483, 49.26158806688705], [-123.18194345623667, 49.26158798356436]], ""type"": ""LineString""}";49.261603121596266, -123.18291213803987
2020;CAUSEWAY SB TO STANLEY PARK DR RAMP;STANLEY PARK CAUSEWAY;STANLEY PARK DRIVE;306;POOR;"{""coordinates"": [[-123.14349195748429, 49.310007693139546], [-123.14362365897166, 49.30994119311821], [-123.1436869651227, 49.30990462835894], [-123.14374268951653, 49.30987802431341], [-123.14380858409665, 49.30985970020152], [-123.14387195624253, 49.30984635350215], [-123.14393281218595, 49.30983964381424], [-123.14400128564073, 49.309836242009006], [-123.14407231046421, 49.30983781219208], [-123.14414081914894, 49.30984601848274], [-123.14421189723771, 49.309865830648555], [-123.14430333058718, 49.30990717779648], [-123.14437701355341, 49.30995020485166], [-123.14443043483718, 49.310003207601675], [-123.14446358333247, 49.31006286958187], [-123.14447898616339, 49.31012587024437], [-123.14447664811578, 49.310193868293055], [-123.14446668136316, 49.3102552419653], [-123.14444656976042, 49.31031662921569], [-123.1444187940866, 49.310359783006525], [-123.14438340419458, 49.310401287600335], [-123.14433531795277, 49.31043783283123], [-123.14427962230646, 49.31047438754184], [-123.14420365482873, 49.31051760143326], [-123.14391497404124, 49.3106821458678], [-123.1437048270557, 49.3108134223935], [-123.14343148206619, 49.311019406011425], [-123.14315058919688, 49.3112469587593], [-123.14288243811293, 49.31149605369744], [-123.1427702805288, 49.3116088545458]], ""type"": ""LineString""}";49.31055735717955, -123.14378371305807
2020;28TH AV;WINDERMERE ST;RUPERT ST;204;GOOD;"{""coordinates"": [[-123.03663655065274, 49.24538138027091], [-123.03457040062997, 49.24537069021248], [-123.03383633815267, 49.24536984520004], [-123.0338337482235, 49.24536981177666]], ""type"": ""LineString""}";49.24537451898514, -123.03523515278548
2020;39TH AV;TRAFALGAR ST;ELM ST;126;NO DATA;"{""coordinates"": [[-123.1658117515296, 49.23660158846378], [-123.1658075547807, 49.23660157199919], [-123.16566452273464, 49.236588941875375], [-123.16494824404734, 49.23657860131854], [-123.16408894154709, 49.23656616756868], [-123.16408256171206, 49.236566072285456]], ""type"": ""LineString""}";49.236579046062104, -123.16494740329976
2020;6TH AV;YUKON ST;ALBERTA ST;141;VERY GOOD;"{""coordinates"": [[-123.1127846746682, 49.26572549264212], [-123.11085141546158, 49.26569014773858], [-123.11084735496071, 49.26569007247635]], ""type"": ""LineString""}";49.26570778307095, -123.11181601480503
2020;CLARENDON ST_1;BROCK ST;29TH AV;119;POOR;"{""coordinates"": [[-123.05345335611963, 49.24371734627349], [-123.05301738478626, 49.244165669989044], [-123.05257576011168, 49.24462050804532]], ""type"": ""LineString""}";49.244168842619246, -123.05301447111317
2020;34TH AV;GLADSTONE ST;NANAIMO ST;241;GOOD;"{""coordinates"": [[-123.06205804186162, 49.23893134803488], [-123.06137853820846, 49.23892758583381], [-123.05942884860833, 49.238916780101626], [-123.05874749623267, 49.23891299797906], [-123.05874736572291, 49.2389129971459]], ""type"": ""LineString""}";49.23892217648809, -123.06040270377063
2020;59TH AV;PRINCE ALBERT ST;WINDSOR ST;172;FAIR;"{""coordinates"": [[-123.08785214466066, 49.21650666951039], [-123.0854911655204, 49.21646520251049]], ""type"": ""LineString""}";49.21648593601044, -123.08667165509051
2020;BURRARD ST;1ST AV;CORNWALL AV;224;VERY GOOD;"{""coordinates"": [[-123.14549917518707, 49.27066031858583], [-123.14549914144071, 49.270660996866184], [-123.14546259472576, 49.27162178560448], [-123.14543144180183, 49.2718580089624], [-123.14537359348802, 49.27213265198558], [-123.14529296753082, 49.27233351354396], [-123.1452257389778, 49.27248712083898], [-123.14510886887726, 49.27263783822111], [-123.14510663622133, 49.27263967154692]], ""type"": ""LineString""}";49.271678766731526, -123.14540314860464
2020;4TH AV;SASAMAT ST;SASAMAT PLACE;88;VERY GOOD;"{""coordinates"": [[-123.20891261314316, 49.26901161572615], [-123.20801564996349, 49.2689971092261], [-123.20770333300473, 49.26899201039275]], ""type"": ""LineString""}";49.269001830767714, -123.20830797278619
2020;18TH AV;LARCH ST;BALSAM ST;173;VERY POOR;"{""coordinates"": [[-123.16269229220171, 49.25635843807398], [-123.16268944320255, 49.256358390813034], [-123.1603202214223, 49.25632040922771], [-123.16031552945365, 49.25632033388179]], ""type"": ""LineString""}";49.256339385248836, -123.16150391083958
2020;43RD AV;JOYCE ST;LATTA ST;211;VERY GOOD;"{""coordinates"": [[-123.03743485208328, 49.231138158989104], [-123.03729279685103, 49.23109046082104], [-123.03678666482523, 49.2310866975742], [-123.03455427785507, 49.23107905908279]], ""type"": ""LineString""}";49.23108550797927, -123.03599826337201
2020;24TH AV;ONTARIO ST;MAIN ST;286;VERY POOR;"{""coordinates"": [[-123.10495700619921, 49.24956570682246], [-123.10168866796364, 49.249518194425676], [-123.10102838510439, 49.2495078373068]], ""type"": ""LineString""}";49.2495370874927, -123.10299269088522
2020;3RD AV;BURRARD ST;PINE ST;176;GOOD;"{""coordinates"": [[-123.14561462245716, 49.268898317837696], [-123.14319601648323, 49.26886036474896]], ""type"": ""LineString""}";49.26887934129333, -123.14440531947021
2020;CARTIER ST;67TH AV;64TH AV;252;VERY GOOD;"{""coordinates"": [[-123.137760805849, 49.21083792616962], [-123.13776073237136, 49.21084014179719], [-123.13768492708951, 49.21267760713986], [-123.13767158779277, 49.21301180784383], [-123.1376477982343, 49.213101340196516], [-123.13764777703081, 49.21310260495906]], ""type"": ""LineString""}";49.2119717089327, -123.13771367941939
2020;16TH AV;BLENHEIM ST;TRUTCH ST;141;GOOD;"{""coordinates"": [[-123.17808218990064, 49.2578172482459], [-123.17807688065506, 49.25781716018033], [-123.17614498749303, 49.25778711909391]], ""type"": ""LineString""}";49.25780218092494, -123.17711358874095
2020;CORDOVA ST;JERVIS ST;BUTE ST;164;VERY GOOD;"{""coordinates"": [[-123.12393322436958, 49.2900777749383], [-123.12384898741603, 49.29003143220652], [-123.1237290653523, 49.28996353023476], [-123.12360719406496, 49.28989691653152], [-123.12348352509258, 49.28983169887081], [-123.12335820985935, 49.28976794005138], [-123.12323111199308, 49.289705550261665], [-123.1231028621745, 49.28964487064031], [-123.12306539973491, 49.28962734298375], [-123.12293473423247, 49.289568365834114], [-123.12280247749854, 49.28951086543449], [-123.12266873969716, 49.28945490462865], [-123.12253349327277, 49.289400465450406], [-123.12239684974058, 49.289347601747416], [-123.12230082903578, 49.28931190264943], [-123.12225882007108, 49.289296304507936], [-123.12211943313405, 49.28924657369655], [-123.12208795355895, 49.28923581186025]], ""type"": ""LineString""}";49.28962716927055, -123.12302408991364
2020;47TH AV;WINDSOR ST;ELGIN ST;99;FAIR;"{""coordinates"": [[-123.08519143545162, 49.22730139661179], [-123.08518577257047, 49.22730132252909], [-123.08449619665758, 49.22729245591604], [-123.08383198140604, 49.22728415327627]], ""type"": ""LineString""}";49.22729271349383, -123.08451170920814
2020;39TH AV;SOPHIA ST;PRINCE EDWARD ST;167;VERY POOR;"{""coordinates"": [[-123.09941850689275, 49.23538952715409], [-123.0994179642688, 49.23538951682676], [-123.09712552058699, 49.23534395581929]], ""type"": ""LineString""}";49.235366741715055, -123.09827201373542
2020;ALBERNI ST;BUTE ST;THURLOW ST;221;VERY POOR;"{""coordinates"": [[-123.12591251133243, 49.2867060875264], [-123.1237525809789, 49.28530813708731], [-123.12375224353953, 49.28530791796648]], ""type"": ""LineString""}";49.286007003001146, -123.12483237727085
2020;15TH AV;WATSON ST;SOPHIA ST;161;VERY GOOD;"{""coordinates"": [[-123.1006099355576, 49.25750293140146], [-123.1006059857342, 49.25750287907056], [-123.09840001050505, 49.257472874675955], [-123.09839780470965, 49.25747284597083]], ""type"": ""LineString""}";49.25748788873327, -123.0995038701329
2020;64TH AV;POPLAR ST;FRASER ST;163;GOOD;"{""coordinates"": [[-123.09329621397573, 49.21261729338672], [-123.09168350362657, 49.21261227001406], [-123.09105816953439, 49.21260998062818]], ""type"": ""LineString""}";49.21261376006668, -123.09217719133815
2020;ASH ST;14TH AV;13TH AV;79;GOOD;"{""coordinates"": [[-123.11766810858174, 49.25878166734716], [-123.1176412069209, 49.259492066540396]], ""type"": ""LineString""}";49.25913686694378, -123.11765465775132
2020;COMMERCIAL DR;NAPIER ST;PARKER ST;101;VERY POOR;"{""coordinates"": [[-123.06953353137732, 49.2748452672267], [-123.06953350564444, 49.274846521171284], [-123.06952724224848, 49.275298468308584], [-123.06951313105901, 49.27575213821192], [-123.0695130878459, 49.27575367191707]], ""type"": ""LineString""}";49.27529951343324, -123.06952526047642
2020;BUTE ST;SOUTHWEST END;DAVIE ST;99;VERY GOOD;"{""coordinates"": [[-123.13431271809154, 49.2811523104775], [-123.13389097828004, 49.28143162530519], [-123.13335929924546, 49.28178316906778], [-123.13335567854206, 49.28178556506448]], ""type"": ""LineString""}";49.28146902700958, -123.13383425737005
2020;29TH AV;HIGHBURY ST;ALMA ST;99;GOOD;"{""coordinates"": [[-123.1881118332135, 49.24618536661093], [-123.18675161551327, 49.246179483967595]], ""type"": ""LineString""}";49.24618242528926, -123.18743172436339
2020;39TH AV;CAMBIE ST;ALBERTA ST;201;GOOD;"{""coordinates"": [[-123.11611586164553, 49.23539526239408], [-123.11525216351858, 49.23536514495217], [-123.11335929922959, 49.23529193720873]], ""type"": ""LineString""}";49.235344726675464, -123.1147375389992
2020;ADERA ST;52ND AV;49TH AV;321;NO DATA;"{""coordinates"": [[-123.14364986403788, 49.224129584935376], [-123.1435973061564, 49.226479251105424], [-123.14358423316068, 49.22701414563279], [-123.14358414039322, 49.2270167318868]], ""type"": ""LineString""}";49.22557316945692, -123.14361746991874
2020;6TH AV;GARDEN DRIVE;NANAIMO ST;110;GOOD;"{""coordinates"": [[-123.05811092555453, 49.264990484726276], [-123.05810689273483, 49.26499045437178], [-123.05738434067892, 49.264985211479114], [-123.05659907536842, 49.264979558538236]], ""type"": ""LineString""}";49.264985010273996, -123.05735500054367
2020;64TH AV;PRINCE EDWARD ST;BUSCOMBE ST;191;VERY GOOD;"{""coordinates"": [[-123.09796061141985, 49.212246159687204], [-123.09728027451258, 49.212239419694725], [-123.09625351562956, 49.2122294702186], [-123.0953384047543, 49.21222047826335]], ""type"": ""LineString""}";49.212233304878474, -123.09664950822685
2020;55TH AV;PRINCE ALBERT ST;ROSS ST;343;POOR;"{""coordinates"": [[-123.08774496272804, 49.2199173369713], [-123.08698913634156, 49.21990608703966], [-123.08521214802367, 49.21987951990944], [-123.08303594831588, 49.219846966784246]], ""type"": ""LineString""}";49.21988217764134, -123.08539045513746
2020;BALSAM ST;10TH AV;BROADWAY;107;VERY POOR;"{""coordinates"": [[-123.16006926269922, 49.26298085489702], [-123.16005346534772, 49.263436587587236], [-123.1600339215491, 49.263941820662886], [-123.16003387747168, 49.26394306656028]], ""type"": ""LineString""}";49.26346197830738, -123.16005204944196
2020;20TH AV;MANITOBA ST;ONTARIO ST;180;VERY POOR;"{""coordinates"": [[-123.10728213516079, 49.25279882359933], [-123.10727697772059, 49.252798726742284], [-123.1048131243338, 49.25275198675884], [-123.10480972957556, 49.25275236134122]], ""type"": ""LineString""}";49.25277537358246, -123.10604592237824
2020;CARNARVON ST;55TH AV;53RD AV;221;VERY POOR;"{""coordinates"": [[-123.1730642820039, 49.22140306077226], [-123.1729999555419, 49.2233905631116]], ""type"": ""LineString""}";49.222396811941934, -123.17303211877291
2020;34TH AV;CLARENDON ST;SLOCAN ST;66;GOOD;"{""coordinates"": [[-123.05545040238839, 49.23889467972891], [-123.05544418738765, 49.238894645831344], [-123.05482880215587, 49.23889136572408], [-123.05454374860999, 49.23888963414677]], ""type"": ""LineString""}";49.23889222929274, -123.05499707508648
2020;6TH AV;BALACLAVA ST;BAYSWATER ST;201;FAIR;"{""coordinates"": [[-123.17388514207046, 49.26672322759603], [-123.17388345815843, 49.2667232022451], [-123.17335667834973, 49.2667152765588], [-123.17112702574082, 49.26668169932659], [-123.17112303384637, 49.26668163957382]], ""type"": ""LineString""}";49.26670243635728, -123.17250408791668
2020;59TH AV;SHERBROOKE ST;INVERNESS ST;110;VERY GOOD;"{""coordinates"": [[-123.08160603776936, 49.21641509246197], [-123.08085232115769, 49.21641102139884], [-123.08009560912555, 49.21640821672862]], ""type"": ""LineString""}";49.21641133459478, -123.08085082490469
2020;15TH AV;OAK ST;LAUREL ST;191;VERY POOR;"{""coordinates"": [[-123.12702085397758, 49.25780333152094], [-123.12679702056033, 49.257799727432946], [-123.12439674089161, 49.25776103696972]], ""type"": ""LineString""}";49.25778218603584, -123.12570879740574
2020;CHESTNUT ST;WHYTE AV;MCNICOLL AV;98;GOOD;"{""coordinates"": [[-123.14625599541502, 49.27531560798467], [-123.14623816413851, 49.27575218058599], [-123.14621889742364, 49.27619346214979], [-123.1462187560703, 49.276196803141616]], ""type"": ""LineString""}";49.27575621855279, -123.14623768321277
2020;BROOKS ST;52ND AV;49TH AV;260;VERY POOR;"{""coordinates"": [[-123.03526338679835, 49.22235675121124], [-123.03526322184132, 49.222360388048656], [-123.03519827146546, 49.22381349435468], [-123.03518386385267, 49.22469403719293], [-123.03518382596955, 49.22469484228068]], ""type"": ""LineString""}";49.223525559860704, -123.03521584579667
2020;32ND AV;HEATHER ST;CAMBIE ST;160;VERY POOR;"{""coordinates"": [[-123.12059537062211, 49.24223366209593], [-123.11924969884987, 49.24218799226726], [-123.11840018146259, 49.24215867710693]], ""type"": ""LineString""}";49.24219631776856, -123.11949777097159
2020;37TH AV;CYPRESS ST;PINE CRESCENT;150;GOOD;"{""coordinates"": [[-123.14906382247943, 49.238199020369606], [-123.14879553475298, 49.238194974754336], [-123.1487891409982, 49.2381948786444], [-123.14700778033519, 49.238168004697584], [-123.14700373444552, 49.2381679450802]], ""type"": ""LineString""}";49.23818348293782, -123.14803377845915
2020;BLANCA ST;3RD AV;2ND AV;128;NO DATA;"{""coordinates"": [[-123.21498127820144, 49.27028497898322], [-123.21497734328734, 49.27039175576], [-123.21496011592879, 49.27085900850035], [-123.21493948995318, 49.27143603325988]], ""type"": ""LineString""}";49.27086050028873, -123.21496022341307
2020;26TH AV;QUEBEC ST;MAIN ST;154;FAIR;"{""coordinates"": [[-123.10321987985799, 49.24804741910042], [-123.103122352675, 49.24802503880722], [-123.10171959137061, 49.248001250460554], [-123.10111037525193, 49.24799088392036]], ""type"": ""LineString""}";49.248009312138024, -123.1021663279203
2020;33RD AV;YEW ST;ARBUTUS ST;153;VERY POOR;"{""coordinates"": [[-123.15555995590586, 49.24211824208924], [-123.15345963381425, 49.24210020015343], [-123.15345812934845, 49.242100173367085]], ""type"": ""LineString""}";49.242109214653844, -123.15450904253572
2020;ARBUTUS ST;3RD AV;2ND AV;98;VERY POOR;"{""coordinates"": [[-123.15273337888596, 49.26901327435305], [-123.1527168498751, 49.26945350777692], [-123.1527003330368, 49.269893769033665], [-123.15270030379392, 49.2698945381618]], ""type"": ""LineString""}";49.26945390614079, -123.15271683823113
2020;CAROLINA ST;19TH AV;18TH AV;100;VERY POOR;"{""coordinates"": [[-123.09194196544011, 49.253753863794856], [-123.09192443365285, 49.254204609353245], [-123.09190801050653, 49.25465311508155]], ""type"": ""LineString""}";49.25420347978574, -123.09192473232105
2020;2ND AV;NANAIMO ST;KAMLOOPS ST;140;GOOD;"{""coordinates"": [[-123.05658997639199, 49.268593825109406], [-123.05658881157623, 49.268593362427254], [-123.05657182772121, 49.26858676826975], [-123.05655466538875, 49.268580363096234], [-123.05653733833493, 49.26857415589509], [-123.05651984655967, 49.26856814666624], [-123.05650220380876, 49.2685623354029], [-123.05648441009231, 49.26855673110017], [-123.05646646541018, 49.268551333757976], [-123.0564483697519, 49.2685461343811], [-123.05643015062981, 49.26854115094639], [-123.05641179428746, 49.268536374465334], [-123.05639331447064, 49.26853180493114], [-123.05637472492512, 49.26852744233706], [-123.05635601192522, 49.26852330468009], [-123.05633718919621, 49.26851937396314], [-123.05631827049409, 49.26851565917459], [-123.05629925719323, 49.26851216031376], [-123.05628014654421, 49.26850887738195], [-123.0562609536776, 49.26850581936693], [-123.0562416923289, 49.26850297726678], [-123.05622234876206, 49.268500360083316], [-123.05620293671271, 49.26849795881467], [-123.05618346993667, 49.268495782449264], [-123.05616393467757, 49.268493821998625], [-123.0561443584475, 49.26849209543967], [-123.05612474122577, 49.26849058478204], [-123.05610509676826, 49.26848929901423], [-123.05608541133901, 49.268488247138066], [-123.05606569866328, 49.26848741115652], [-123.056045958751, 49.268486800064714], [-123.05602621910403, 49.26848642284455], [-123.05600646595575, 49.268486261512244], [-123.0558387648824, 49.26848609980839], [-123.05469572740242, 49.268485570723705]], ""type"": ""LineString""}";49.26849715691952, -123.05564847529818
2020;57TH AV;QUEBEC ST;MAIN ST;155;POOR;"{""coordinates"": [[-123.1040277437305, 49.21850222204502], [-123.10255522552829, 49.21847134377389], [-123.1019003427835, 49.21845788171177]], ""type"": ""LineString""}";49.218479958256395, -123.10296404520089
2020;COLLINGWOOD ST;33RD AV;32ND AV;105;POOR;"{""coordinates"": [[-123.18196038864086, 49.24236374660373], [-123.18195017211016, 49.24330822181637]], ""type"": ""LineString""}";49.242835984210046, -123.18195528037552
2020;1ST AV;QUEBEC ST;MAIN ST;144;VERY GOOD;"{""coordinates"": [[-123.10262905615777, 49.270153037050136], [-123.10257002397266, 49.270151965069104], [-123.10065748815084, 49.270117238060514], [-123.10065033424324, 49.27011710756548]], ""type"": ""LineString""}";49.27013507255694, -123.10163969519597
2020;12TH AV;HEATHER ST;ASH ST;172;POOR;"{""coordinates"": [[-123.11996889887416, 49.26047239727457], [-123.11760650311018, 49.26043477132395], [-123.11760568395097, 49.260434757765424]], ""type"": ""LineString""}";49.26045357777571, -123.11878729140844
2020;49TH AV;MCKINNON ST;DOMAN ST;160;VERY POOR;"{""coordinates"": [[-123.0388201619988, 49.2247318435108], [-123.03730698498767, 49.22471575844218], [-123.03662564766901, 49.224709233624914], [-123.03662303135432, 49.224709205669576]], ""type"": ""LineString""}";49.22472027793953, -123.0377215991685
2020;42ND AV;ALBERTA ST;COLUMBIA ST;196;POOR;"{""coordinates"": [[-123.11347223011035, 49.23243119740778], [-123.1107845550627, 49.232328522976495]], ""type"": ""LineString""}";49.23237986019214, -123.11212839258654
2020;11TH AV;CAMOSUN ST;CROWN ST;221;NO DATA;"{""coordinates"": [[-123.19697003499276, 49.26271967648883], [-123.19393374435353, 49.262674883973126], [-123.1939333113805, 49.26267487750369]], ""type"": ""LineString""}";49.262697277037276, -123.19545167318601
2020;5TH AV;GARDEN DRIVE;NANAIMO ST;108;GOOD;"{""coordinates"": [[-123.05809325052597, 49.26589407150137], [-123.05809093443186, 49.265894055575], [-123.05734935929951, 49.2658886412218], [-123.05660884871563, 49.2658836659504]], ""type"": ""LineString""}";49.26588876114938, -123.05735105037485
2020;CAMOSUN ST;28TH AV;NORTH END;158;VERY GOOD;"{""coordinates"": [[-123.19675490944039, 49.247169171726796], [-123.19675482345386, 49.247171045581155], [-123.19673288759078, 49.247645207478016], [-123.19671186846661, 49.248118845147346], [-123.19671171161032, 49.24812224921161], [-123.19669013471973, 49.2485897836208]], ""type"": ""LineString""}";49.24787947680264, -123.19672250319653
2020;4TH AV;ALBERTA ST;COLUMBIA ST;98;GOOD;"{""coordinates"": [[-123.11077823674505, 49.26749740158063], [-123.11077307776833, 49.267497305780495], [-123.10943173856249, 49.26747157587039]], ""type"": ""LineString""}";49.267484490299225, -123.11010498762406
2020;34TH AV;ST. MARGARETS ST;CLARENDON ST;81;GOOD;"{""coordinates"": [[-123.05656313229497, 49.23890083903529], [-123.05654941642648, 49.23890076299375], [-123.05599652708338, 49.23889767438411], [-123.05545040238839, 49.23889467972891]], ""type"": ""LineString""}";49.238897745369016, -123.05600676741923
2020;40TH AV;SOPHIA ST;PRINCE EDWARD ST;172;VERY POOR;"{""coordinates"": [[-123.09952087639755, 49.23447749690956], [-123.09715933133931, 49.234429482810704]], ""type"": ""LineString""}";49.23445348986013, -123.09834010386844
2020;5TH AV;WINDERMERE ST;RUPERT ST;199;POOR;"{""coordinates"": [[-123.03648575958691, 49.265682511983016], [-123.03648483315764, 49.265682507777974], [-123.03450527430554, 49.26567773587769], [-123.0337504899518, 49.26567568933056]], ""type"": ""LineString""}";49.265679181877445, -123.03511812456225
2020;45TH AV;KERR ST;MCKINNON ST;108;GOOD;"{""coordinates"": [[-123.04028714271855, 49.2292894425091], [-123.04028541896369, 49.2292894422107], [-123.03880376481672, 49.229284384043126]], ""type"": ""LineString""}";49.22928691606598, -123.03954545376264
2020;17TH AV;LILLOOET ST;WINDERMERE ST;183;VERY POOR;"{""coordinates"": [[-123.0390439036591, 49.25477427575411], [-123.03891218416847, 49.25474525124615], [-123.03653637746838, 49.25473889827767]], ""type"": ""LineString""}";49.254743025035204, -123.03779163540106
2020;43RD AV;LANCASTER ST;KERR ST;109;FAIR;"{""coordinates"": [[-123.04172932037818, 49.23110055269308], [-123.04100348096763, 49.23109610898729], [-123.04023676196341, 49.23109693179379], [-123.04023258186184, 49.231098180891536]], ""type"": ""LineString""}";49.23109740128365, -123.04098086346424
2020;47TH AV;INVERNESS ST;KNIGHT ST;202;FAIR;"{""coordinates"": [[-123.07996801428875, 49.22773720452827], [-123.0798447536537, 49.227697851866395], [-123.07790185266238, 49.22767215486772], [-123.07721136737548, 49.227663017801625], [-123.07720802291531, 49.22766297056305]], ""type"": ""LineString""}";49.22768215033842, -123.07859093458502
2020;ARGYLE ST;60TH AV;59TH AV;96;FAIR;"{""coordinates"": [[-123.07203293347371, 49.215414986105145], [-123.07203290724449, 49.215416779780355], [-123.07202641999558, 49.21585202673694], [-123.07202058722741, 49.216278491161425]], ""type"": ""LineString""}";49.215846736743885, -123.07202662813158
2020;BRUCE ST;39TH AV;37TH AV;224;VERY GOOD;"{""coordinates"": [[-123.07006202992913, 49.23471627344741], [-123.07001869284429, 49.23635614164223], [-123.07000281067585, 49.23673081679966]], ""type"": ""LineString""}";49.23572362878767, -123.07003485197633
2020;37TH AV;CAMBIE ST;KERSLAND DRIVE;115;FAIR;"{""coordinates"": [[-123.11604673463383, 49.23724788361958], [-123.11604550779406, 49.23724784167477], [-123.11517569681087, 49.237186211354526], [-123.11448135203123, 49.23713137924966], [-123.11447708995267, 49.23713104345281]], ""type"": ""LineString""}";49.237191049753655, -123.11526179397137
2020;39TH AV;MACKIE ST;MANITOBA ST;96;VERY POOR;"{""coordinates"": [[-123.10932840887152, 49.235642789756135], [-123.10932672872785, 49.23564273287703], [-123.1080161485349, 49.23559807645566], [-123.10801146391618, 49.235597914423614]], ""type"": ""LineString""}";49.23562035347329, -123.1086699363464
2020;54TH AV;ASH ST;CAMBIE ST;115;FAIR;"{""coordinates"": [[-123.1182450859217, 49.221776656237004], [-123.11756359664176, 49.22176481691113], [-123.11666630049956, 49.22175015312142]], ""type"": ""LineString""}";49.22176320516265, -123.11745569657397
2020;35TH AV;TRAFALGAR ST;LARCH ST;229;VERY GOOD;"{""coordinates"": [[-123.1656794555735, 49.24039914851382], [-123.165673350242, 49.24039912398707], [-123.16253942915546, 49.24035621759154], [-123.16253410672256, 49.240356136926415]], ""type"": ""LineString""}";49.24037767608036, -123.16410678083098
2020;1ST AV;VINE ST;YEW ST;172;VERY GOOD;"{""coordinates"": [[-123.157405672912, 49.27085189113761], [-123.15504196420747, 49.270814059018996]], ""type"": ""LineString""}";49.27083297507831, -123.15622381855974
2020;11TH AV;TEMPLETON DRIVE;GARDEN DRIVE;140;FAIR;"{""coordinates"": [[-123.06011960061078, 49.26039204687515], [-123.05959865115607, 49.26038831570297], [-123.0581955874832, 49.26037803518527]], ""type"": ""LineString""}";49.260385072358375, -123.05915759382003
2020;31ST AV;MACDONALD ST;TRAFALGAR ST;173;GOOD;"{""coordinates"": [[-123.16790827889184, 49.24420192302923], [-123.167902267891, 49.244201898483034], [-123.167869437516, 49.24420176268917], [-123.16553510969479, 49.24419210051025], [-123.16553144802215, 49.24419205088587]], ""type"": ""LineString""}";49.24419700437857, -123.1667198633039
