Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;JOYCE ST;44TH AV;43RD AV;100;GOOD;"{""coordinates"": [[-123.03743318815172, 49.230239357195714], [-123.03743318661775, 49.23024096284942], [-123.03743663129552, 49.23113875569745], [-123.03743662864085, 49.23113887803377]], ""type"": ""LineString""}";49.23068911763422, -123.03743490611774
2020;FRANCES ST;CLARK DRIVE;MCLEAN DRIVE;219;NO DATA;"{""coordinates"": [[-123.07714648355557, 49.279471118855454], [-123.07697695432304, 49.279456364682325], [-123.07588478216736, 49.27944345940108], [-123.07413729315977, 49.27942727808268]], ""type"": ""LineString""}";49.279442250222516, -123.07564219491998
2020;FRANCES ST;COMMERCIAL DRIVE;SALSBURY DRIVE;155;NO DATA;"{""coordinates"": [[-123.07043957108998, 49.27938005761942], [-123.06831016933974, 49.27935002835715], [-123.06830898003035, 49.279350012868896]], ""type"": ""LineString""}";49.279365034602826, -123.06937427556886
2020;ELGIN ST;27TH AV;26TH AV;132;FAIR;"{""coordinates"": [[-123.08268408414112, 49.24653818390038], [-123.0826621697935, 49.247724657940026], [-123.0826621560248, 49.24772546392248]], ""type"": ""LineString""}";49.247131823901505, -123.0826731195246
2020;FIR ST;11TH AV;10TH AV;102;GOOD;"{""coordinates"": [[-123.14108976708404, 49.26175590822396], [-123.14107292933137, 49.26221160454704], [-123.14105577256142, 49.262671694481085], [-123.14105571760147, 49.26267314727445]], ""type"": ""LineString""}";49.26221452921114, -123.1410727817226
2020;KILLARNEY ST;ROSEMONT DRIVE;ELMHURST DRIVE;85;POOR;"{""coordinates"": [[-123.04712560852872, 49.21742103818394], [-123.04681857918217, 49.217743936931896], [-123.04651044792016, 49.21806751982935], [-123.04650817476744, 49.21806990449257]], ""type"": ""LineString""}";49.21774552842687, -123.04681695164267
2020;LAUREL ST;KENT AV NORTH;71ST AV;297;GOOD;"{""coordinates"": [[-123.12434106145697, 49.20460920759099], [-123.124343805907, 49.20461201296892], [-123.12553009746826, 49.20582437184064], [-123.1259745340052, 49.206278535470524], [-123.12615321768398, 49.20634930344825], [-123.12615704033128, 49.20635114420846], [-123.12626178186449, 49.2064016058149], [-123.12629931655688, 49.206438361837705], [-123.12631508783892, 49.20647757577747], [-123.12630199540914, 49.206856233586855]], ""type"": ""LineString""}";49.20571197964443, -123.12542819883396
2020;KINGS AV;MANOR ST;REID ST;90;POOR;"{""coordinates"": [[-123.03928764043576, 49.24211073578709], [-123.03876799006602, 49.241895376443225], [-123.03824294315591, 49.241677663386405]], ""type"": ""LineString""}";49.24189422446471, -123.03876528148285
2020;GLENGYLE ST;22ND AV;STAINSBURY AV;82;VERY POOR;"{""coordinates"": [[-123.0636776196366, 49.2502724127417], [-123.06365985555458, 49.25100993381767]], ""type"": ""LineString""}";49.25064117327969, -123.06366873759558
2020;KOOTENAY ST;4TH AV;2ND AV;208;GOOD;"{""coordinates"": [[-123.02569819956247, 49.26664662933859], [-123.02584503446417, 49.26740787822584], [-123.02633518860452, 49.26846395930027]], ""type"": ""LineString""}";49.26757270823385, -123.02596280326786
2020;MANNERING AV;VICTORIA DRIVE;GLADSTONE ST;179;FAIR;"{""coordinates"": [[-123.06530843368041, 49.2406792396392], [-123.0646894330514, 49.2406759592284], [-123.06285122432737, 49.240667286938965], [-123.06284934904238, 49.24066727626536]], ""type"": ""LineString""}";49.24067312414261, -123.06407889203142
2020;FRANKLIN ST;COMMERCIAL DRIVE;SALSBURY DRIVE;154;POOR;"{""coordinates"": [[-123.07036903014261, 49.28218705303685], [-123.06825197026582, 49.28215993771406]], ""type"": ""LineString""}";49.28217349537546, -123.06931050020421
2020;FRASER ST;39TH AV;38TH AV;100;FAIR;"{""coordinates"": [[-123.09050730767619, 49.23479297065355], [-123.09048348139817, 49.23569235777474]], ""type"": ""LineString""}";49.23524266421414, -123.09049539453719
2020;ELM ST;49TH AV;47TH AV;207;POOR;"{""coordinates"": [[-123.16444068719919, 49.227275159128844], [-123.16436605129864, 49.22913432476283], [-123.16436596247944, 49.229136533226296]], ""type"": ""LineString""}";49.228205846180785, -123.16440332491949
2020;CORDOVA ST;RICHARDS ST / WATER ST;HOMER ST;100;POOR;"{""coordinates"": [[-123.11095514688327, 49.284679111480266], [-123.11095341306391, 49.28467793747595], [-123.110116170096, 49.28416367381482], [-123.10995658041668, 49.28406077527182]], ""type"": ""LineString""}";49.284371377511604, -123.11045496162637
2020;LILLOOET ST;27TH AV;26TH AV;92;VERY GOOD;"{""coordinates"": [[-123.03910781176825, 49.246229599510784], [-123.03910637902545, 49.246644066053214], [-123.03910495879737, 49.247057008769545], [-123.03910495891527, 49.247057158090314]], ""type"": ""LineString""}";49.24664337879387, -123.03910638321067
2020;CULLODEN ST;51ST AV;NORTH END;263;VERY GOOD;"{""coordinates"": [[-123.07874473501063, 49.22341683945388], [-123.0786871784497, 49.224886617099735], [-123.07867208354118, 49.225311371211184], [-123.07867199195174, 49.22531423626543], [-123.07865685500887, 49.22578188968627]], ""type"": ""LineString""}";49.224599306719526, -123.07869919177983
2020;LAKEWOOD DR;4TH AV;3RD AV;101;FAIR;"{""coordinates"": [[-123.06193860183348, 49.26682594140598], [-123.06193858769865, 49.2668267284935], [-123.06193031645113, 49.267278747977954], [-123.06192851291772, 49.26735334612723], [-123.06192178378673, 49.26773068750907], [-123.06192171281735, 49.26773438907109]], ""type"": ""LineString""}";49.2672801647246, -123.0619301257782
2020;MALTA AV;MALTA PLACE;DIEPPE DRIVE;98;VERY GOOD;"{""coordinates"": [[-123.02662070007781, 49.25514807175687], [-123.02661646344914, 49.25515083786272], [-123.0261092340777, 49.25548022711184], [-123.02566671964051, 49.25577029515968]], ""type"": ""LineString""}";49.25545868018545, -123.02614338149704
2020;HORNBY ST;BEACH AV;PACIFIC ST;149;FAIR;"{""coordinates"": [[-123.13278772952917, 49.27535771113866], [-123.13235579921228, 49.2756437049979], [-123.1313478846849, 49.276311034241616]], ""type"": ""LineString""}";49.27583437694733, -123.13206780992577
2020;GRANT ST;GARDEN DRIVE;NANAIMO ST;102;GOOD;"{""coordinates"": [[-123.05798760988155, 49.27120246896346], [-123.05798598087713, 49.27120245448916], [-123.05658559478435, 49.27118932226987]], ""type"": ""LineString""}";49.271195896017076, -123.05728660232931
2020;FRASER ST;46TH AV;45TH AV;100;VERY POOR;"{""coordinates"": [[-123.09068355803835, 49.22828144399752], [-123.0906612969009, 49.22918085433453]], ""type"": ""LineString""}";49.228731149166016, -123.09067242746963
2020;HAMILTON ST;DRAKE ST;DAVIE ST;165;FAIR;"{""coordinates"": [[-123.12431046380782, 49.27384001541049], [-123.12425752752722, 49.27387492871377], [-123.12271349737091, 49.27489341577729], [-123.12271299914528, 49.27489374553031]], ""type"": ""LineString""}";49.27436687839921, -123.12351173010998
2020;MANITOBA ST;6TH AV;5TH AV;100;VERY GOOD;"{""coordinates"": [[-123.10672336165871, 49.26561479752287], [-123.10670452393022, 49.26606483590756], [-123.1066856591884, 49.266513976557725]], ""type"": ""LineString""}";49.26606438771686, -123.106704526559
2020;GARDEN DR;10TH AV;BROADWAY;106;VERY GOOD;"{""coordinates"": [[-123.05817609176556, 49.261280467731325], [-123.05817606456756, 49.261281883590776], [-123.05816740015376, 49.26173425604751], [-123.05815785511123, 49.26223269336413], [-123.05815783177329, 49.262233886140265]], ""type"": ""LineString""}";49.26175717693223, -123.05816696158061
2020;CYPRESS ST;1ST AV;YORK AV;98;GOOD;"{""coordinates"": [[-123.14786835412946, 49.27070003811076], [-123.14785146172272, 49.27113959292213], [-123.14783614157825, 49.27158049946269], [-123.14783611102125, 49.27158131446649]], ""type"": ""LineString""}";49.271140661501, -123.14785182843144
2020;JACKSON AV;UNION ST;GEORGIA ST;102;VERY GOOD;"{""coordinates"": [[-123.09358758942183, 49.277551856169076], [-123.09358742091263, 49.27755507838037], [-123.09356942682875, 49.27801146267773], [-123.09355156330476, 49.278464356699594], [-123.0935513783509, 49.2784690640282]], ""type"": ""LineString""}";49.27801045920916, -123.09356946469006
2020;HELMCKEN ST;HORNBY ST;HOWE ST;100;VERY POOR;"{""coordinates"": [[-123.12657243354701, 49.27947558434195], [-123.12656887904106, 49.279473286368365], [-123.12608351078579, 49.27915941828629], [-123.12559820377727, 49.27884558406422], [-123.12559459014373, 49.27884324744543]], ""type"": ""LineString""}";49.27915941704304, -123.12608351110212
2020;EXPO BLVD;DUNSMUIR ST 1;GRIFFITHS WAY;158;VERY POOR;"{""coordinates"": [[-123.1086923055066, 49.27866908944759], [-123.10870664716535, 49.27866546259139], [-123.10872909959743, 49.27865949565085], [-123.10875137275602, 49.278653286004726], [-123.10877349272393, 49.27864681563824], [-123.10879543477292, 49.278640093569905], [-123.10881718377907, 49.27863311981408], [-123.10883875351067, 49.27862590335307], [-123.1088601301989, 49.27861843520479], [-123.10888129875956, 49.278610733373895], [-123.10890226192232, 49.2786027888628], [-123.10892300456338, 49.2785946016858], [-123.10894352670235, 49.27858618083821], [-123.10896381459025, 49.27857752633311], [-123.10898388199557, 49.278568647152845], [-123.1090037000259, 49.27855953432955], [-123.10902328519943, 49.278550196842986], [-123.10904260864369, 49.278540634720514], [-123.10906167037838, 49.278530856957396], [-123.11006089586927, 49.27802638614956], [-123.11008132982835, 49.27801622011734], [-123.11010202691777, 49.2780062967007], [-123.11012298574282, 49.27799660690569], [-123.11014419255508, 49.27798715074523], [-123.11016566114331, 49.27797794619644], [-123.11018736261565, 49.277968984291526], [-123.11020929974208, 49.2779602740229], [-123.11023147114787, 49.27795181539172], [-123.11025386308476, 49.27794360841099], [-123.1102764741981, 49.27793566207709], [-123.11029929348936, 49.27792797640036], [-123.1103223058353, 49.277920551395106], [-123.11034552498481, 49.2779133870481], [-123.11036892208624, 49.277906492381966], [-123.11039249988961, 49.27789986739398], [-123.11041625700028, 49.277893503090105], [-123.11044016596163, 49.27788741748694], [-123.11046425427112, 49.27788161055806], [-123.11047814553679, 49.277878394991866], [-123.11048431305406, 49.277877735145005]], ""type"": ""LineString""}";49.27826785695371, -123.10958636102501
2020;CROWN ST;36TH AV;35TH AV;106;GOOD;"{""coordinates"": [[-123.19370922879531, 49.239553592835016], [-123.19370920822026, 49.23955711360992], [-123.1937072174538, 49.240031637894695], [-123.19370367359981, 49.24050248478867], [-123.19370360638305, 49.24050707697517]], ""type"": ""LineString""}";49.24003033739753, -123.19370682796647
2020;GEORGIA ST;CASSIAR ST;SKEENA ST;183;GOOD;"{""coordinates"": [[-123.03085120402758, 49.278254298867594], [-123.03019711063146, 49.27825279495397], [-123.02908952864288, 49.278250361650265], [-123.02833519776802, 49.27824879772808]], ""type"": ""LineString""}";49.27825149087752, -123.0295932010232
2020;LILLOOET ST;GRAVELEY ST;GRANT ST;103;VERY GOOD;"{""coordinates"": [[-123.03894309118647, 49.270418921567845], [-123.03893564490022, 49.270882063176835], [-123.0389267441911, 49.271345359955326]], ""type"": ""LineString""}";49.27088214716322, -123.03893528049704
2020;HELMCKEN ST;HOMER ST;MAINLAND ST;113;POOR;"{""coordinates"": [[-123.12167346606309, 49.27630763716225], [-123.1216724140343, 49.276306958233924], [-123.12111873509119, 49.27594776123189], [-123.12111699319202, 49.27594662966413], [-123.1205706164877, 49.27559174095061]], ""type"": ""LineString""}";49.27594976646418, -123.12112199102968
2020;KING EDWARD AV;ST. GEORGE ST;CAROLINA ST;141;POOR;"{""coordinates"": [[-123.09406533169246, 49.248684948249775], [-123.09405918407526, 49.24868488129315], [-123.0921281807413, 49.248664021158156]], ""type"": ""LineString""}";49.248674484432115, -123.09309675621982
2020;HOY ST;MOSCROP ST;29TH AV;209;VERY POOR;"{""coordinates"": [[-123.02495015094603, 49.24257968119386], [-123.02495210680935, 49.24307216366535], [-123.02495935820366, 49.24445967348212]], ""type"": ""LineString""}";49.24351967838664, -123.02495452654578
2020;DUNKIRK ST;26TH AV;KING EDWARD AV;115;GOOD;"{""coordinates"": [[-123.18345630567052, 49.24901398213309], [-123.18345164855668, 49.249487068617746], [-123.18344622184823, 49.25004841030306]], ""type"": ""LineString""}";49.24953119599681, -123.18345124107765
2020;LILLOOET ST;29TH AV;28TH AV;96;VERY GOOD;"{""coordinates"": [[-123.03911570494866, 49.24453850391615], [-123.03911615373063, 49.244574405541464], [-123.03911407569139, 49.24498757351019], [-123.03911128237733, 49.24540148739608], [-123.0391112786931, 49.24540204150366]], ""type"": ""LineString""}";49.24497027267416, -123.03911397864083
2020;CYPRESS ST;36TH AV;NORTH END;135;FAIR;"{""coordinates"": [[-123.14876240597454, 49.23909310020229], [-123.14874616465683, 49.239536666808554], [-123.14872949284342, 49.239983365177274], [-123.14872947626438, 49.23998379157323], [-123.14871931381496, 49.240307126139186]], ""type"": ""LineString""}";49.23970009285565, -123.14874026141412
2020;MACDONALD ST;19TH AV;18TH AV;102;FAIR;"{""coordinates"": [[-123.16773677751699, 49.25550774353881], [-123.16774973255202, 49.255860575796305], [-123.16775049139993, 49.25588174045065], [-123.16775217654438, 49.25590859773511], [-123.16775456246317, 49.25593542701628], [-123.16775729471344, 49.25595901751471], [-123.16775766293033, 49.25596223726931], [-123.16776149159796, 49.25598900148864], [-123.16776602098234, 49.25601571971415], [-123.16777126476308, 49.25604237303589], [-123.1677772243521, 49.25606897224602], [-123.16778388319551, 49.25609549847846], [-123.16779125638074, 49.25612194271601], [-123.16779933013582, 49.25614829598325], [-123.16780810446187, 49.256174558280065], [-123.16781757932942, 49.25620072061115], [-123.16782774093606, 49.256226765005884], [-123.16783860299479, 49.25625268244901], [-123.16785015179467, 49.256278481955405], [-123.1678624009876, 49.256304136519425], [-123.16787532312004, 49.25632965517592], [-123.16788891813195, 49.256355019934354], [-123.16790318599367, 49.256380221799255], [-123.1679181267061, 49.25640526077044], [-123.16792148984425, 49.25641062063206]], ""type"": ""LineString""}";49.25596999431192, -123.16778558518965
2020;KEEFER ST;WEST END;VERNON DRIVE;195;FAIR;"{""coordinates"": [[-123.08189892703615, 49.27912553209987], [-123.08143231949781, 49.27911944651341], [-123.08132824788491, 49.27914425295835], [-123.08132427599952, 49.27914520024782], [-123.07922547100078, 49.279113818718535]], ""type"": ""LineString""}";49.27912840238507, -123.08056311306994
2020;GARDEN DR;15TH AV;GRANDVIEW HWY;163;POOR;"{""coordinates"": [[-123.05826274776503, 49.25676471362098], [-123.05823837282075, 49.25775097829987], [-123.05823511219256, 49.25810073452475], [-123.05818525183854, 49.25822663685584]], ""type"": ""LineString""}";49.25749994908164, -123.05824356120769
2020;LILLOOET ST;PENDER ST;HASTINGS ST;103;VERY GOOD;"{""coordinates"": [[-123.03882891664134, 49.28020221030879], [-123.0388289083714, 49.28020568694788], [-123.03882570619358, 49.28112871375156]], ""type"": ""LineString""}";49.2806654620357, -123.03882731330596
2020;KINGS AV;EARLES ST;MOSS ST;110;POOR;"{""coordinates"": [[-123.04302166850285, 49.243654106299864], [-123.04248007667812, 49.24343143986018], [-123.0417419392538, 49.24312776799267]], ""type"": ""LineString""}";49.24339097316047, -123.04238178906682
2020;MAIN ST;61ST AV;60TH AV;94;POOR;"{""coordinates"": [[-123.10203039918594, 49.21501406011584], [-123.10203030508744, 49.21501637558448], [-123.10199644973298, 49.215859321799485]], ""type"": ""LineString""}";49.2154366909355, -123.10201342391085
2020;CROWN ST;13TH AV;12TH AV;101;GOOD;"{""coordinates"": [[-123.19399698727902, 49.26086100170819], [-123.1939968527496, 49.260864899561], [-123.19398104302968, 49.26131790895259], [-123.19396486238175, 49.26176927730237]], ""type"": ""LineString""}";49.261315143336304, -123.19398103314577
2020;MACKENZIE ST;12TH AV;11TH AV;100;VERY GOOD;"{""coordinates"": [[-123.17020729002058, 49.26141052608744], [-123.17019111342279, 49.261857787391214], [-123.17017476457588, 49.26230979748375]], ""type"": ""LineString""}";49.261860161790025, -123.170191027421
2020;HOY ST;WELLINGTON AV;MONMOUTH AV;175;GOOD;"{""coordinates"": [[-123.02518824975034, 49.23803104144331], [-123.02518495020256, 49.2380341455218], [-123.02509713648045, 49.238135711039696], [-123.02509599988603, 49.23860650253308], [-123.02509317524287, 49.239175599757914], [-123.02509317022809, 49.2391765478575], [-123.02509229957955, 49.239589381068555]], ""type"": ""LineString""}";49.23879462289293, -123.02509887048947
2020;FIR ST;MARPOLE AV;16TH AV;160;VERY POOR;"{""coordinates"": [[-123.1404357451141, 49.25588137409286], [-123.14069444391454, 49.255981723954704], [-123.14070426725527, 49.25598566089326], [-123.14072211222114, 49.255993024234876], [-123.14073976535796, 49.25600058480269], [-123.1407571992115, 49.256008353424555], [-123.14077442749632, 49.25601632018906], [-123.14079145021245, 49.25602448509634], [-123.14080823984948, 49.256032839184755], [-123.14082481014997, 49.2560413824377], [-123.14084116111401, 49.256050114855256], [-123.14085726525666, 49.25605903647097], [-123.14087312255243, 49.25606813828982], [-123.14088874674381, 49.25607742029512], [-123.14090412406276, 49.25608687350854], [-123.14091922704989, 49.256096506958926], [-123.14093409690459, 49.256106310701306], [-123.1409486786363, 49.25611627760675], [-123.14096301349562, 49.25612641572071], [-123.14097706022939, 49.25613671609838], [-123.14099083255445, 49.25614716972794], [-123.14100433049641, 49.256157785604636], [-123.14101754028708, 49.2561685547502], [-123.14103046190074, 49.25617946816949], [-123.14104309533731, 49.25619052586265], [-123.14105542687984, 49.25620173684168], [-123.14106745645134, 49.25621307412117], [-123.14107917036043, 49.25622455570832], [-123.14109059604078, 49.25623616357933], [-123.14110170603028, 49.25624790586348], [-123.14111250028265, 49.25625976636957], [-123.14112296507828, 49.25627175321012], [-123.14113312787644, 49.256283857356436], [-123.14114294744937, 49.256296078858995], [-123.14115245125627, 49.25630840868909], [-123.14116162552884, 49.256320837868394], [-123.14117045654992, 49.25633337540899], [-123.14117895803625, 49.256346012299005], [-123.14118712998763, 49.25635874853846], [-123.14119495860996, 49.25637156615386], [-123.14120243021173, 49.25638448315242], [-123.14120957220094, 49.25639747251511], [-123.14121635714349, 49.2564105522659], [-123.14122280007898, 49.25642369540084], [-123.14122888456741, 49.25643691993054], [-123.14123461193144, 49.25645020786297], [-123.14123999591335, 49.2564635591814], [-123.14124500902777, 49.256476973919476], [-123.1412496787339, 49.25649044304845], [-123.14125397752065, 49.25650395760681], [-123.14125791915596, 49.25651752657291], [-123.14126150358818, 49.25653113195648], [-123.14126471707448, 49.256544773774316], [-123.14126757338279, 49.256558461004886], [-123.14127005869322, 49.256572166679405], [-123.14127217305682, 49.25658590878829], [-123.14127393016456, 49.25659966932437], [-123.14127531764773, 49.2566134483028], [-123.14127119655132, 49.25686395668353], [-123.1412711497033, 49.25686680282787], [-123.14126295071885, 49.257088776156024]], ""type"": ""LineString""}";49.25636744217426, -123.14102952242557
