road_name,from_street,to_street,pci_rating,dist_to_water_m,humidity_proxy,pavement_risk,pci_missing,pavement_risk_adj,bearing_deg,sun_exposure,is_bridge,recent_moisture,temp_near_zero,black_ice_risk
GLEN DR,22ND AV,21ST AV,GOOD,1425.1,0.058,0.3,0,0.3,1.3089027275221952,0.8,0,1,1.0,0.443
COURTENAY ST,16TH AV,15TH AV,POOR,1307.3,0.073,0.8,0,0.8,1.4935770857726993,0.8,0,1,1.0,0.534
KING EDWARD AV,CAROLINA ST,FRASER ST,FAIR,1431.0,0.057,0.5,0,0.5,91.01884521854038,0.5,0,1,1.0,0.403
LAKEWOOD DR,KITCHENER ST,CHARLES ST,VERY GOOD,1254.0,0.081,0.1,0,0.1,4.361655462897147,0.8,0,1,1.0,0.412
GRANDVIEW HWY N,KAMLOOPS ST,PENTICTON ST,VERY GOOD,358.1,0.489,0.1,0,0.1,91.34826750543311,0.5,0,1,1.0,0.398
FLEMING ST,33RD AV,32ND AV,VERY GOOD,1590.1,0.042,0.1,0,0.1,1.1540068522740512,0.8,0,1,1.0,0.406
MANITOBA ST,39TH AV,38TH AV,GOOD,306.7,0.541,0.3,0,0.3,2.2804660119892333,0.8,0,1,1.0,0.516
GLEN DR,27TH AV,26TH AV,GOOD,1606.1,0.04,0.3,0,0.3,1.3343360836153124,0.8,0,1,1.0,0.441
MARGUERITE ST,49TH AV,47TH AV,VERY POOR,1189.4,0.093,0.95,0,0.95,1.472381268596223,0.8,0,1,1.0,0.563
GLADSTONE ST,BONNYVALE AV,UPLAND DRIVE,GOOD,1059.7,0.12,0.3,0,0.3,1.186976332471147,0.8,0,1,1.0,0.453
DAWSON ST,51ST AV,49TH AV,VERY GOOD,985.2,0.139,0.1,0,0.1,1.9489156831107834,0.8,0,1,1.0,0.42
GARDEN DR,8TH AV,7TH AV,VERY POOR,259.0,0.596,0.95,0,0.95,0.7243533274681795,0.8,0,1,1.0,0.639
EUCLID AV,SPENCER ST,MCHARDY ST,GOOD,898.5,0.166,0.3,0,0.3,121.50712513528151,0.5,0,1,1.0,0.385
KASLO ST,2ND AV,1ST AV,GOOD,980.7,0.141,0.3,0,0.3,0.5643453007947983,0.8,0,1,1.0,0.456
MAPLE ST,58TH AV,57TH AV,VERY POOR,689.9,0.252,0.95,0,0.95,1.4127685063412514,0.8,0,1,1.0,0.587
CORDOVA ST,SEYMOUR ST,RICHARDS ST / WATER ST,VERY POOR,537.1,0.342,0.95,0,0.95,136.0806793033695,0.2,0,1,1.0,0.451
DUNDAS ST,NANAIMO ST,KAMLOOPS ST,VERY POOR,978.9,0.141,0.95,0,0.95,90.14469486903783,0.5,0,1,1.0,0.496
CULLODEN ST,54TH AV,53RD AV,VERY POOR,1308.6,0.073,0.95,0,0.95,1.4619224202856458,0.8,0,1,1.0,0.56
FRASER ST,33RD AV,32ND AV,VERY GOOD,1121.8,0.106,0.1,0,0.1,1.1190866785024127,0.8,0,1,1.0,0.415
FELLOWES ST,MCGILL ST,TRINITY ST,POOR,557.9,0.328,0.8,0,0.8,21.585241781143907,0.8,0,1,1.0,0.572
HAWKS AV,SOUTH END,GEORGIA ST,FAIR,163.2,0.722,0.5,0,0.5,1.522831917946121,0.8,0,1,1.0,0.579
DUNSMUIR ST,CAMBIE ST,HAMILTON ST,GOOD,120.7,0.785,0.3,0,0.3,314.7800768769315,0.5,0,1,1.0,0.478
HOMER ST,DRAKE ST,DAVIE ST,GOOD,352.3,0.494,0.3,0,0.3,44.75519516122216,0.8,0,1,1.0,0.509
DISCOVERY ST,15TH AV,14TH AV,FAIR,1261.2,0.08,0.5,0,0.5,1.4816781422579766,0.8,0,1,1.0,0.482
HUDSON ST,72ND AV,71ST AV,VERY GOOD,571.9,0.319,0.1,0,0.1,1.4629716819139276,0.8,0,1,1.0,0.447
LILLOOET ST,4TH AV,3RD AV,VERY POOR,736.4,0.229,0.95,0,0.95,0.6778134504811533,0.8,0,1,1.0,0.584
GRAVELEY ST,CLARK DRIVE,MCLEAN DRIVE,POOR,919.5,0.159,0.8,0,0.8,90.77216577823793,0.5,0,1,1.0,0.472
KING EDWARD AV,DUNKIRK ST,COLLINGWOOD ST,NO DATA,2352.8,0.009,0.5,1,0.4,90.49097702443567,0.5,0,1,1.0,0.379
GRANVILLE BRIDGE SB TO W 4TH EB RAMP,GRANVILLE ST,4TH AV,FAIR,244.0,0.614,0.5,0,0.5,328.63519283598,0.8,0,1,1.0,0.562
MANSON ST,39TH AV,37TH AV,FAIR,608.3,0.296,0.5,0,0.5,1.3697273526797744,0.8,0,1,1.0,0.514
INVERNESS ST,31ST AV,29TH AV,GOOD,1697.5,0.034,0.3,0,0.3,0.9878028505756333,0.8,0,1,1.0,0.44
KERR ST,45TH AV,43RD AV,POOR,1043.7,0.124,0.8,0,0.8,1.0205871085851754,0.8,0,1,1.0,0.541
FREMLIN ST,SW MARINE DRIVE,71ST AV,POOR,474.6,0.387,0.8,0,0.8,1.86898205983141,0.8,0,1,1.0,0.581
MARINE CRES,MARINE CRESCENT 1,49TH AV,VERY POOR,277.0,0.575,0.95,0,0.95,324.7797541114197,0.8,0,1,1.0,0.636
KERR ST,RIVERWALK AV,KENT AV SOUTH,VERY GOOD,101.4,0.816,0.1,0,0.1,0.9000779728000339,0.8,0,1,1.0,0.522
DENMAN ST,NELSON ST,BARCLAY ST,POOR,471.8,0.389,0.8,0,0.8,44.73929341033903,0.8,0,1,1.0,0.581
JERVIS ST,DAVIE ST,PENDRELL ST,VERY POOR,303.8,0.545,0.95,0,0.95,44.55323004983853,0.8,0,1,1.0,0.631
JASPER CRES,VICTORIA DRIVE,63RD AV,GOOD,569.8,0.32,0.3,0,0.3,297.3776287414959,0.5,0,1,1.0,0.408
HAIDA DR,NORTHWEST END,DIEPPE DRIVE,FAIR,759.2,0.219,0.5,0,0.5,116.3879978708963,0.5,0,1,1.0,0.428
MANITOBA ST,15TH AV,14TH AV,GOOD,961.3,0.146,0.3,0,0.3,1.4790739073661712,0.8,0,1,1.0,0.457
FRANCES ST,SALSBURY DRIVE,VICTORIA DRIVE,NO DATA,1467.5,0.053,0.5,1,0.4,91.19867828354512,0.5,0,1,1.0,0.385
LAKEWOOD DR,CHARLES ST,WILLIAM ST,FAIR,1349.2,0.067,0.5,0,0.5,2.7913330871607513,0.8,0,1,1.0,0.48
MACDONALD ST,20TH AV,19TH AV,FAIR,2469.7,0.007,0.5,0,0.5,1.4284695009203574,0.8,0,1,1.0,0.471
LAKEWOOD DR,10TH AV,BROADWAY,GOOD,441.4,0.414,0.3,0,0.3,0.7539486063823801,0.8,0,1,1.0,0.497
MALKIN AV,PRIOR ST,ATLANTIC ST,GOOD,310.2,0.538,0.3,0,0.3,163.43400862258363,0.2,0,1,1.0,0.366
FRASER ST,13TH AV,12TH AV,VERY GOOD,1455.7,0.054,0.1,0,0.1,0.8520815638158865,0.8,0,1,1.0,0.407
DRAKE ST,HORNBY ST,HOWE ST,VERY POOR,465.7,0.394,0.95,0,0.95,134.76080305534134,0.5,0,1,1.0,0.534
KENT AV N,ARGYLE ST,BEATRICE ST,GOOD,79.9,0.852,0.3,0,0.3,113.48312833201834,0.5,0,1,1.0,0.488
LAKEWOOD DR,5TH AV,4TH AV,VERY GOOD,669.7,0.262,0.1,0,0.1,0.771817081987308,0.8,0,1,1.0,0.439
HAWKS AV,SOUTH END,PENDER ST,VERY GOOD,355.2,0.491,0.1,0,0.1,1.726449438031409,0.8,0,1,1.0,0.473
HIGHBURY ST,8TH AV,7TH AV,GOOD,606.3,0.297,0.3,0,0.3,1.6271178168597658,0.8,0,1,1.0,0.479
JOYCE ST,45TH AV,44TH AV,VERY GOOD,1259.1,0.081,0.1,0,0.1,0.05659959083010335,0.8,0,1,1.0,0.411
GARDEN DR,DUNDAS ST,OXFORD ST,FAIR,1197.8,0.091,0.5,0,0.5,0.7237056745864265,0.8,0,1,1.0,0.484
FRENCH ST,62ND AV,PARK DRIVE,FAIR,1222.0,0.087,0.5,0,0.5,1.4321287290085252,0.8,0,1,1.0,0.483
DAVIE ST,CARDERO ST,NICOLA ST,GOOD,584.1,0.311,0.3,0,0.3,134.79866717972368,0.5,0,1,1.0,0.406
LARCH ST,16TH AV,15TH AV,GOOD,2141.9,0.014,0.3,0,0.3,1.4826977566668802,0.8,0,1,1.0,0.437
DUFF ST,UPLAND DRIVE,55TH AV,GOOD,1200.5,0.091,0.3,0,0.3,1.390934258412301,0.8,0,1,1.0,0.448
DUNDAS ST,TEMPLETON DRIVE,GARDEN DRIVE,VERY POOR,1198.0,0.091,0.95,0,0.95,90.50728076154871,0.5,0,1,1.0,0.488
DISCOVERY ST,11TH AV,10TH AV,FAIR,878.3,0.173,0.5,0,0.5,1.4549768840528259,0.8,0,1,1.0,0.496
CROWLEY DR,ABERDEEN ST,OBEN ST,GOOD,982.2,0.14,0.3,0,0.3,120.37310975430165,0.5,0,1,1.0,0.381
MAIN ST,KEEFER ST,PENDER ST,POOR,222.3,0.641,0.8,0,0.8,1.7424138339142132,0.8,0,1,1.0,0.619
KERR ST,53RD AV,52ND AV,POOR,943.5,0.152,0.8,0,0.8,2.0464123839007016,0.8,0,1,1.0,0.546
KING EDWARD AV,DUMFRIES ST,KINGSWAY,POOR,984.1,0.14,0.8,0,0.8,88.73122593202686,0.5,0,1,1.0,0.469
HORNBY ST,GEORGIA ST,DUNSMUIR ST,FAIR,240.6,0.618,0.5,0,0.5,44.786212649021365,0.8,0,1,1.0,0.563
LE ROI ST,CHARLES ST,PARKER ST,FAIR,683.8,0.255,0.5,0,0.5,0.6489928212202472,0.8,0,1,1.0,0.508
KASLO ST,16TH AV,15TH AV,FAIR,499.0,0.369,0.5,0,0.5,0.22849755634990743,0.8,0,1,1.0,0.525
FERNDALE ST,TEMPLETON DRIVE,GARDEN DRIVE,FAIR,1164.7,0.097,0.5,0,0.5,90.52339043750641,0.5,0,1,1.0,0.41
KENT AV N,PORTSIDE DRIVE,NANAIMO ST,VERY GOOD,31.8,0.938,0.1,0,0.1,103.31573948405924,0.5,0,1,1.0,0.466
LABURNUM ST,62ND AV,61ST AV,GOOD,548.9,0.334,0.3,0,0.3,1.5124585350147868,0.8,0,1,1.0,0.485
FOSTER AV,OBEN ST,LINCOLN ST,VERY GOOD,1130.7,0.104,0.1,0,0.1,89.96714554574498,0.5,0,1,1.0,0.34
KINROSS ST,KENT AV SOUTH,KENT AV NORTH,GOOD,188.6,0.686,0.3,0,0.3,1.2703120767350242,0.8,0,1,1.0,0.538
GORE AV,RAILWAY ST,NORTH END,NO DATA,622.1,0.288,0.5,1,0.4,354.6777192906634,0.8,0,1,1.0,0.496
DUMFRIES ST,36TH AV,35TH AV,VERY GOOD,1701.5,0.033,0.1,0,0.1,1.125097459252686,0.8,0,1,1.0,0.404
LILLOOET ST,8TH AV,7TH AV,FAIR,389.3,0.459,0.5,0,0.5,0.36448251729905223,0.8,0,1,1.0,0.539
KENT AV N,JELLICOE ST,KERR ST,VERY GOOD,134.5,0.764,0.1,0,0.1,85.1674515788086,0.5,0,1,1.0,0.439
LAUREL ST,54TH AV,52ND AV,GOOD,985.1,0.139,0.3,0,0.3,1.335222126951578,0.8,0,1,1.0,0.456
INVERNESS ST,29TH AV,28TH AV,VERY GOOD,1637.9,0.038,0.1,0,0.1,0.9874449691830023,0.8,0,1,1.0,0.405
DUNBAR ST,2ND AV,1ST AV,POOR,695.6,0.249,0.8,0,0.8,1.5653857443064112,0.8,0,1,1.0,0.56
LORNE ST,3RD AV,2ND AV,GOOD,212.4,0.654,0.3,0,0.3,40.99329649667294,0.8,0,1,1.0,0.533
GLEN DR,MALKIN AV,WILLIAM ST,GOOD,471.7,0.389,0.3,0,0.3,1.043946561261464,0.8,0,1,1.0,0.493
KAMLOOPS ST,6TH AV,5TH AV,GOOD,354.6,0.492,0.3,0,0.3,0.13869901911306215,0.8,0,1,1.0,0.509
HUDSON ST,MINTO CRESCENT,32ND AV,POOR,204.4,0.664,0.8,0,0.8,332.2586365020904,0.8,0,1,1.0,0.623
JERVIS ST,BEACH AV / PACIFIC ST,NORTHEAST END,VERY POOR,451.2,0.406,0.95,0,0.95,44.59180852954921,0.8,0,1,1.0,0.61
MACDONALD ST,49TH AV,47TH AV,VERY GOOD,335.3,0.511,0.1,0,0.1,0.5584141333806087,0.8,0,1,1.0,0.476
HARRISON DR,BURQUITLAM DRIVE,ANCASTER CRESCENT,GOOD,469.7,0.391,0.3,0,0.3,7.9926797070685325,0.8,0,1,1.0,0.493
GLENDALOUGH PL,SW MARINE DRIVE,NORTH END,GOOD,246.3,0.611,0.3,0,0.3,11.326319071038768,0.8,0,1,1.0,0.527
COTTON DR,WILLIAM ST,NORTH END,VERY GOOD,1180.8,0.094,0.1,0,0.1,3.9545856748308097,0.8,0,1,1.0,0.413
HOMER ST,DUNSMUIR ST,PENDER ST,FAIR,179.6,0.698,0.5,0,0.5,44.76219167557258,0.8,0,1,1.0,0.575
LAUREL ST,45TH AV,44TH AV,FAIR,938.6,0.153,0.5,0,0.5,355.7781719523594,0.8,0,1,1.0,0.493
HEATHER ST,69TH AV,67TH AV,FAIR,624.8,0.287,0.5,0,0.5,1.3689300598503564,0.8,0,1,1.0,0.513
GEORGIA ST,VICTORIA DRIVE,SEMLIN DRIVE,POOR,1611.8,0.04,0.8,0,0.8,89.56934949876131,0.5,0,1,1.0,0.454
CROWN CRES,CAMOSUN ST,CROWN ST,VERY GOOD,611.4,0.294,0.1,0,0.1,66.69988251016235,0.5,0,1,1.0,0.369
HARO ST,BROUGHTON ST,JERVIS ST,FAIR,431.1,0.422,0.5,0,0.5,134.8012780078169,0.5,0,1,1.0,0.458
DUNSMUIR ST,HORNBY ST,BURRARD ST,GOOD,231.9,0.629,0.3,0,0.3,314.76050257934213,0.5,0,1,1.0,0.454
INVERNESS ST,KING EDWARD AV,23RD AV,POOR,1371.3,0.064,0.8,0,0.8,1.462039373736559,0.8,0,1,1.0,0.532
CYPRESS ST,19TH AV,18TH AV,FAIR,1538.4,0.046,0.5,0,0.5,1.4916445690262776,0.8,0,1,1.0,0.477
KITCHENER ST,WOODLAND DRIVE,COTTON DRIVE,POOR,1091.2,0.113,0.8,0,0.8,90.75305196938405,0.5,0,1,1.0,0.465
GARDEN DR,5TH AV,4TH AV,GOOD,511.4,0.36,0.3,0,0.3,0.7372287512184812,0.8,0,1,1.0,0.489
GRANDVIEW HWY N,TEMPLETON DRIVE,12TH AV,VERY GOOD,321.0,0.526,0.1,0,0.1,122.76688130978903,0.5,0,1,1.0,0.404
KAMLOOPS ST,PANDORA ST,TRIUMPH ST,VERY GOOD,924.4,0.157,0.1,0,0.1,0.08225650478323132,0.8,0,1,1.0,0.423
CREELMAN AV,WALNUT ST,CYPRESS ST,POOR,318.7,0.529,0.8,0,0.8,91.5185771892726,0.5,0,1,1.0,0.527
HEATLEY AV,HASTINGS ST,CORDOVA ST,POOR,602.4,0.3,0.8,0,0.8,1.673268295704645,0.8,0,1,1.0,0.568
GLEN DR,8TH AV,7TH AV,POOR,1316.9,0.072,0.8,0,0.8,0.8566322817730452,0.8,0,1,1.0,0.534
CORNWALL AV,MAPLE ST,WALNUT ST,VERY POOR,552.4,0.331,0.95,0,0.95,91.53043254783279,0.5,0,1,1.0,0.524
DUNBAR ST,31ST AV,30TH AV,FAIR,1854.4,0.025,0.5,0,0.5,0.49383975449262607,0.8,0,1,1.0,0.474
KEMPTON PL,56TH AV,NORTH END,VERY POOR,608.9,0.296,0.95,0,0.95,0.09496401247594122,0.8,0,1,1.0,0.594
HEATHER ST,52ND AV,50TH AV,GOOD,905.2,0.164,0.3,0,0.3,1.3190386746928198,0.8,0,1,1.0,0.459
FRASER ST,15TH AV,14TH AV,GOOD,1613.9,0.04,0.3,0,0.3,10.736432512510305,0.8,0,1,1.0,0.441
EAST BLVD,18TH AV,17TH AV,FAIR,1713.6,0.032,0.5,0,0.5,1.5095503067616391,0.8,0,1,1.0,0.475
MAPLE ST,CEDAR CRESCENT,20TH AV,FAIR,1707.4,0.033,0.5,0,0.5,1.5154730537035448,0.8,0,1,1.0,0.475
GARDEN DR,3RD AV,2ND AV,GOOD,701.6,0.246,0.3,0,0.3,0.8539687088576784,0.8,0,1,1.0,0.472
MACKENZIE ST,10TH AV,BROADWAY,GOOD,1809.2,0.027,0.3,0,0.3,1.4678353845440029,0.8,0,1,1.0,0.439
KING EDWARD AV,COLUMBIA ST,MANITOBA ST,GOOD,534.2,0.344,0.3,0,0.3,91.1056901454566,0.5,0,1,1.0,0.411
LAUREL ST,14TH AV,13TH AV,VERY POOR,131.9,0.768,0.95,0,0.95,1.4840161167663837,0.8,0,1,1.0,0.665
DUNBAR ST,42ND AV,41ST AV,GOOD,756.5,0.22,0.3,0,0.3,0.8657978675397544,0.8,0,1,1.0,0.468
KEEFER ST,MAIN ST,GORE AV,VERY POOR,223.2,0.64,0.95,0,0.95,91.69076214843659,0.5,0,1,1.0,0.571
KASLO ST,VENABLES ST,ADANAC ST,GOOD,556.5,0.329,0.3,0,0.3,5.3200319186869365,0.8,0,1,1.0,0.484
JELLICOE ST,KENT AV NORTH,SE MARINE DRIVE,FAIR,134.1,0.765,0.5,0,0.5,359.53847070805125,0.8,0,1,1.0,0.585
KILLARNEY ST,46TH AV,45TH AV,POOR,992.0,0.138,0.8,0,0.8,2.0288074041126833,0.8,0,1,1.0,0.543
DINMONT AV,NIGEL AV,TALISMAN AV,POOR,194.8,0.677,0.8,0,0.8,53.0055985055256,0.5,0,1,1.0,0.55
FREMLIN ST,71ST AV,70TH AV,FAIR,570.9,0.319,0.5,0,0.5,1.8688712627634914,0.8,0,1,1.0,0.518
HEATHER ST,14TH AV,13TH AV,FAIR,161.2,0.724,0.5,0,0.5,1.5366109765904525,0.8,0,1,1.0,0.579
FRASER ST,19TH AV,18TH AV,POOR,1899.2,0.022,0.8,0,0.8,1.4412505906242359,0.8,0,1,1.0,0.526
GEORGIA ST,GEORGIA VIADUCT EB TO MAIN ST RAMP,GORE AV / PRIOR ST,VERY GOOD,231.0,0.63,0.1,0,0.1,95.47235602909899,0.5,1,1,1.0,0.719
KOOTENAY ST,OXFORD ST,CAMBRIDGE ST,GOOD,756.3,0.22,0.3,0,0.3,0.18050680463090885,0.8,0,1,1.0,0.468
FRASER ST,56TH AV,55TH AV,POOR,1274.2,0.078,0.8,0,0.8,1.1953314233256833,0.8,0,1,1.0,0.535
HIGHBURY ST,19TH AV,18TH AV,FAIR,1572.9,0.043,0.5,0,0.5,0.4650070725069213,0.8,0,1,1.0,0.476
DUNSMUIR ST,CITADEL PARADE,BEATTY ST,VERY POOR,46.4,0.911,0.95,0,0.95,315.10020162029605,0.8,0,1,1.0,0.687
HEATLEY AV,GEORGIA ST,KEEFER ST,VERY POOR,297.9,0.551,0.95,0,0.95,359.4024729633749,0.8,0,1,1.0,0.632
MACDONALD ST,18TH AV,16TH AV,GOOD,2278.8,0.01,0.3,0,0.3,345.90529666548724,0.8,0,1,1.0,0.436
HORNBY ST,HELMCKEN ST,NELSON ST,FAIR,76.8,0.858,0.5,0,0.5,44.78075604539538,0.8,0,1,1.0,0.599
DUNBAR ST,40TH AV,39TH AV,GOOD,943.0,0.152,0.3,0,0.3,0.8186540789461674,0.8,0,1,1.0,0.457
KAMLOOPS ST,3RD AV,2ND AV,FAIR,664.9,0.265,0.5,0,0.5,0.08491245302974448,0.8,0,1,1.0,0.51
DEVONSHIRE CRES,CARTIER ST,HUDSON ST,POOR,525.7,0.349,0.8,0,0.8,114.77067370009092,0.5,0,1,1.0,0.5
GARDEN DR,HASTINGS ST,FRANKLIN ST,GOOD,1144.8,0.101,0.3,0,0.3,0.6852362351300485,0.8,0,1,1.0,0.45
EUCLID AV,TYNE ST,MELBOURNE ST,FAIR,1006.8,0.134,0.5,0,0.5,114.56407936324831,0.5,0,1,1.0,0.415
KEITH DR,SOUTH END,10TH AV,VERY GOOD,1249.0,0.082,0.1,0,0.1,0.8328760762174738,0.8,0,1,1.0,0.412
EARLES ST,WARD ST,HORLEY ST,FAIR,280.5,0.571,0.5,0,0.5,32.68489441344286,0.8,0,1,1.0,0.556
LITTLE ST,32ND AV,31ST AV,VERY POOR,1062.3,0.119,0.95,0,0.95,1.2790567109212816,0.8,0,1,1.0,0.567
MAPLE ST,49TH AV,48TH AV,GOOD,1033.4,0.127,0.3,0,0.3,1.4259250670506276,0.8,0,1,1.0,0.454
KASLO ST,1ST AV,GRAVELEY ST,GOOD,1068.8,0.118,0.3,0,0.3,0.62559249087235,0.8,0,1,1.0,0.452
FLEMING ST,32ND AV,31ST AV,VERY GOOD,1460.7,0.054,0.1,0,0.1,0.6163629883724298,0.8,0,1,1.0,0.407
KENT AV S,KENT YARD CROSSING,CROMPTON ST,VERY GOOD,86.0,0.842,0.1,0,0.1,82.7109543484371,0.5,0,1,1.0,0.451
LAMEYS MILL RD,THE CASTINGS,SITKA SQUARE,VERY GOOD,256.6,0.599,0.1,0,0.1,93.75016741576991,0.5,0,1,1.0,0.414
HEATLEY AV,ATLANTIC ST,PRIOR ST,VERY GOOD,75.6,0.86,0.1,0,0.1,19.913347484771464,0.8,0,1,1.0,0.529
ELIZABETH ST,39TH AV,37TH AV,GOOD,464.7,0.395,0.3,0,0.3,1.837326587654161,0.8,0,1,1.0,0.494
HORLEY ST,MANOR ST,CHATHAM ST,VERY POOR,562.1,0.325,0.95,0,0.95,121.79186085440347,0.5,0,1,1.0,0.523
DUNBAR ST,10TH AV,BROADWAY,GOOD,945.9,0.151,0.3,0,0.3,1.4924973581881318,0.8,0,1,1.0,0.457
FERRY ROW,MILLYARD / SAWCUT,NORTHEAST END,NO DATA,125.4,0.778,0.5,1,0.4,22.566976096072608,0.8,0,1,1.0,0.569
GLADSTONE ST,KINGSWAY,GALT ST,GOOD,1044.3,0.124,0.3,0,0.3,36.27909589601194,0.8,0,1,1.0,0.453
DUNSMUIR ST,SEYMOUR ST,GRANVILLE ST,GOOD,351.9,0.495,0.3,0,0.3,314.77458845436445,0.5,0,1,1.0,0.434
JAMES ST,30TH AV,29TH AV,GOOD,408.1,0.442,0.3,0,0.3,1.913951915742814,0.8,0,1,1.0,0.501
MACDONALD ST,37TH AV,36TH AV,VERY GOOD,1466.3,0.053,0.1,0,0.1,0.9453741584637783,0.8,0,1,1.0,0.407
INVERNESS ST,49TH AV,48TH AV,GOOD,1857.4,0.024,0.3,0,0.3,1.2106333733204906,0.8,0,1,1.0,0.438
KITCHENER ST,TEMPLETON DRIVE,GARDEN DRIVE,VERY POOR,1173.4,0.096,0.95,0,0.95,90.62213824437288,0.5,0,1,1.0,0.489
GUELPH ST,11TH AV,10TH AV,VERY GOOD,1046.4,0.123,0.1,0,0.1,0.711111799386174,0.8,0,1,1.0,0.418
ELGIN ST,33RD AV,31ST AV,POOR,1666.8,0.036,0.8,0,0.8,1.5026312010678566,0.8,0,1,1.0,0.528
MARGUERITE ST,45TH AV,43RD AV,VERY POOR,842.7,0.185,0.95,0,0.95,1.4938761979739752,0.8,0,1,1.0,0.577
KING EDWARD AV,MAIN ST,SOPHIA ST,FAIR,946.7,0.151,0.5,0,0.5,91.52693105902324,0.5,0,1,1.0,0.418
MALKIN BOWL LANE,PIPELINE ROAD,STANLEY PARK BUS LOOP,VERY POOR,58.0,0.891,0.95,0,0.95,33.44060979524642,0.8,0,1,1.0,0.683
MAPLE ST,BROADWAY,8TH AV,FAIR,1013.8,0.132,0.5,0,0.5,1.5052546624837646,0.8,0,1,1.0,0.49
GRANT ST,VERNON DRIVE,CLARK DRIVE,VERY POOR,779.0,0.211,0.95,0,0.95,88.98694027630762,0.5,0,1,1.0,0.506
INVERNESS ST,WAVERLEY AV,47TH AV,FAIR,1914.6,0.022,0.5,0,0.5,1.302807287330893,0.8,0,1,1.0,0.473
GORE AV,KEEFER ST,PENDER ST,GOOD,400.8,0.449,0.3,0,0.3,354.87423343885916,0.8,0,1,1.0,0.502
HEATHER ST,13TH AV,12TH AV,FAIR,158.5,0.728,0.5,0,0.5,1.5020878948251948,0.8,0,1,1.0,0.58
MALTA PL,MALTA AV,SOUTHEAST END,POOR,696.7,0.248,0.8,0,0.8,135.13650211346317,0.2,0,1,1.0,0.41
GLADSTONE ST,50TH AV,49TH AV,POOR,1521.6,0.048,0.8,0,0.8,1.1060598106834618,0.8,0,1,1.0,0.53
KASLO ST,GRANDVIEW HWY,12TH AV,FAIR,447.3,0.409,0.5,0,0.5,0.19126304024541696,0.8,1,1,1.0,0.831
DUNBAR ST,37TH AV,36TH AV,GOOD,1241.1,0.084,0.3,0,0.3,0.30729461826052784,0.8,0,1,1.0,0.447
EARLES ST,HORLEY ST,CHEYENNE AV,FAIR,363.5,0.483,0.5,0,0.5,32.300560488110364,0.8,0,1,1.0,0.543
KEEFER PL,TAYLOR ST,CARRALL ST,GOOD,14.4,0.972,0.3,0,0.3,101.3772901065729,0.5,0,1,1.0,0.506
FORGE WALK,NORTHWEST END,SITKA SQUARE,NO DATA,362.1,0.485,0.5,1,0.4,125.72375810941378,0.5,0,1,1.0,0.45
LYNBROOK DR,GATINEAU PLACE,VIVIAN DRIVE,GOOD,392.0,0.457,0.3,0,0.3,92.57242949925262,0.5,0,1,1.0,0.428
GLEN DR,24TH AV,23RD AV,GOOD,1499.9,0.05,0.3,0,0.3,1.4393651485496548,0.8,0,1,1.0,0.442
MAIN ST,58TH AV,57TH AV,POOR,556.2,0.329,0.8,0,0.8,1.4558878526469243,0.8,0,1,1.0,0.572
KAMLOOPS ST,18TH AV,NORTH END,VERY POOR,493.1,0.373,0.95,0,0.95,0.108589271841538,0.8,0,1,1.0,0.605
MAINLAND ST,HELMCKEN ST,DAVIE ST,POOR,177.8,0.701,0.8,0,0.8,224.7866561758002,0.2,0,1,1.0,0.478
CROWN ST,30TH AV,29TH AV,FAIR,2162.7,0.013,0.5,0,0.5,0.5053425005542636,0.8,0,1,1.0,0.472
GRANVILLE ST,NELSON ST,SMITHE ST,NO DATA,153.2,0.736,0.5,1,0.4,44.78134627634046,0.8,0,1,1.0,0.563
GARDEN DR,WILLIAM ST,NAPIER ST,FAIR,1371.0,0.064,0.5,0,0.5,0.8324125906765971,0.8,0,1,1.0,0.48
KITCHENER ST,SALSBURY DRIVE,VICTORIA DRIVE,FAIR,1381.9,0.063,0.5,0,0.5,90.64672652219156,0.5,0,1,1.0,0.404
DUNBAR ST,1ST AV,POINT GREY ROAD,VERY POOR,707.2,0.243,0.95,0,0.95,1.5322415435664993,0.8,0,1,1.0,0.586
FRASERVIEW DR,VICTORIA DRIVE,BURQUITLAM DRIVE,GOOD,557.6,0.328,0.3,0,0.3,117.38665523569387,0.5,0,1,1.0,0.409
CULLODEN ST,34TH AV,33RD AV,FAIR,1939.7,0.021,0.5,0,0.5,2.7049476886200523,0.8,0,1,1.0,0.473
HOMER ST,PACIFIC BOULEVARD,DRAKE ST,FAIR,468.0,0.392,0.5,0,0.5,31.595831473867463,0.8,0,1,1.0,0.529
LAUREL ST,15TH AV,14TH AV,GOOD,182.9,0.694,0.3,0,0.3,1.3746734987333866,0.8,0,1,1.0,0.539
DUMFRIES ST,45TH AV,43RD AV,FAIR,1885.1,0.023,0.5,0,0.5,1.2496270850462565,0.8,0,1,1.0,0.473
CROWN ST,SOUTHWEST END,SW MARINE DRIVE,POOR,855.5,0.181,0.8,0,0.8,9.45408510930855,0.8,0,1,1.0,0.55
FRANKLIN ST,CASSIAR ST,SKEENA ST,GOOD,571.6,0.319,0.3,0,0.3,90.13854916609233,0.5,0,1,1.0,0.408
LILLOOET ST,6TH AV,5TH AV,FAIR,579.8,0.314,0.5,0,0.5,0.16826850358518186,0.8,0,1,1.0,0.517
